candidate_id,file_name,file_type,raw_text,cleaned_text,candidate_name,current_position,years_of_experience,education,gpa,technical_skills,soft_skills,programming_languages,frameworks,libraries,databases,cloud_platforms,devops_tools,operating_systems,testing_tools,certifications,projects,work_experience,achievements,industries,domains,spoken_languages,keywords
R4250,R4250.docx,docx,"Resume R4250
Resume Id
R4250
Resume Text
Professional
Resume Skills
Power BI, Flask, Cloud Computing, Node.js, NLP, SQL, Machine Learning
Experience Years
6
Education Level
Masters
Projects
- Implemented deep learning models using TensorFlow
Job Role
ML Engineer
Cleaned Text
professional",resume r4250 resume id r4250 resume text professional resume skill power bi flask cloud computing node.js nlp sql machine learning experience year education level master project implemented deep learning model using tensorflow job role ml engineer cleaned text professional,Experience Years,,6,[],,"['Deep Learning', 'Flask', 'JavaScript', 'Machine Learning', 'Node.js', 'SQL', 'TensorFlow']",[],"['JavaScript', 'SQL']","['Flask', 'Node.js']",['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Implemented deep learning models using TensorFlow', 'role': None, 'technologies': ['Deep Learning', 'Machine Learning', 'TensorFlow'], 'description': 'Job Role ML Engineer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Flask', 'JavaScript', 'Machine Learning', 'Node.js', 'SQL', 'TensorFlow']"
R1410,R1410.docx,docx,"Resume R1410
Resume Id
R1410
Resume Text
Professional
Resume Skills
Data Analysis, SQL, Node.js
Experience Years
1
Education Level
Bachelors
Projects
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js
Job Role
Frontend Developer
Cleaned Text
professional",resume r1410 resume id r1410 resume text professional resume skill data analysis sql node.js experience year education level bachelor project built machine learning model predicting customer churn created interactive dashboard using power bi designed scalable backend system using node.js job role frontend developer cleaned text professional,Experience Years,,1,[],,"['JavaScript', 'Machine Learning', 'Node.js', 'SQL']",[],"['JavaScript', 'SQL']",['Node.js'],[],[],[],[],[],[],[],"[{'project_name': 'Built a machine learning model for predicting customer churn', 'role': None, 'technologies': ['JavaScript', 'Machine Learning', 'Node.js'], 'description': 'Created interactive dashboards using Power BI Designed scalable backend systems using Node.js Job Role Frontend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['JavaScript', 'Machine Learning', 'Node.js', 'SQL']"
R2610,R2610.docx,docx,"Resume R2610
Resume Id
R2610
Resume Text
Professional
Resume Skills
Data Analysis, Django, Java
Experience Years
10
Education Level
Bachelors
Projects
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow
Job Role
Backend Developer
Cleaned Text
professional",resume r2610 resume id r2610 resume text professional resume skill data analysis django java experience year 10 education level bachelor project created interactive dashboard using power bi implemented deep learning model using tensorflow job role backend developer cleaned text professional,Experience Years,,10,[],,"['Deep Learning', 'Django', 'Java', 'TensorFlow']",[],['Java'],['Django'],['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Created interactive dashboards using Power BI', 'role': None, 'technologies': ['Deep Learning', 'TensorFlow'], 'description': 'Implemented deep learning models using TensorFlow Job Role Backend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Django', 'Java', 'TensorFlow']"
R885,R885.docx,docx,"Resume R885
Resume Id
R885
Resume Text
Professional
Resume Skills
Deep Learning, Java, Data Analysis, Flask, Python
Experience Years
8
Education Level
PhD
Projects
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow
Job Role
Backend Developer
Cleaned Text
professional",resume r885 resume id r885 resume text professional resume skill deep learning java data analysis flask python experience year education level phd project created interactive dashboard using power bi built machine learning model predicting customer churn implemented deep learning model using tensorflow job role backend developer cleaned text professional,Experience Years,,8,[],,"['Deep Learning', 'Flask', 'Java', 'Machine Learning', 'Python', 'TensorFlow']",[],"['Java', 'Python']",['Flask'],['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Created interactive dashboards using Power BI', 'role': None, 'technologies': ['Deep Learning', 'Machine Learning', 'TensorFlow'], 'description': 'Built a machine learning model for predicting customer churn Implemented deep learning models using TensorFlow Job Role Backend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Flask', 'Java', 'Machine Learning', 'Python', 'TensorFlow']"
R1800,R1800.docx,docx,"Resume R1800
Resume Id
R1800
Resume Text
Professional
Resume Skills
SQL, Kubernetes, Excel, Docker, Power BI, NLP, PyTorch, Django
Experience Years
5
Education Level
Masters
Projects
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
Job Role
ML Engineer
Cleaned Text
professional",resume r1800 resume id r1800 resume text professional resume skill sql kubernetes excel docker power bi nlp pytorch django experience year education level master project developed web application using flask react designed scalable backend system using node.js built machine learning model predicting customer churn job role ml engineer cleaned text professional,Experience Years,,5,[],,"['Django', 'Docker', 'Flask', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'PyTorch', 'React', 'SQL']",[],"['JavaScript', 'SQL']","['Django', 'Flask', 'Node.js', 'React']",['PyTorch'],[],[],"['Docker', 'Kubernetes']",[],[],[],"[{'project_name': 'Developed a web application using Flask and React', 'role': None, 'technologies': ['Flask', 'JavaScript', 'Machine Learning', 'Node.js', 'React'], 'description': 'Designed scalable backend systems using Node.js Built a machine learning model for predicting customer churn Job Role ML Engineer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Django', 'Docker', 'Flask', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'PyTorch', 'React', 'SQL']"
R5700,R5700.docx,docx,"Resume R5700
Resume Id
R5700
Resume Text
Professional
Resume Skills
Flask, React, Kubernetes, Cloud Computing, Python
Experience Years
6
Education Level
Bachelors
Projects
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI
Job Role
Data Analyst
Cleaned Text
professional",resume r5700 resume id r5700 resume text professional resume skill flask react kubernetes cloud computing python experience year education level bachelor project designed scalable backend system using node.js created interactive dashboard using power bi job role data analyst cleaned text professional,Experience Years,,6,[],,"['Flask', 'JavaScript', 'Kubernetes', 'Node.js', 'Python', 'React']",[],"['JavaScript', 'Python']","['Flask', 'Node.js', 'React']",[],[],[],['Kubernetes'],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['JavaScript', 'Node.js'], 'description': 'Created interactive dashboards using Power BI Job Role Data Analyst Cleaned Text professional'}]",[],[],['Education'],[],[],"['Flask', 'JavaScript', 'Kubernetes', 'Node.js', 'Python', 'React']"
R4371,R4371.docx,docx,"Resume R4371
Resume Id
R4371
Resume Text
Professional
Resume Skills
Machine Learning, Cloud Computing, Node.js, NLP, Docker, Excel, Deep Learning, PyTorch
Experience Years
6
Education Level
Masters
Projects
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI
Job Role
Software Engineer
Cleaned Text
professional",resume r4371 resume id r4371 resume text professional resume skill machine learning cloud computing node.js nlp docker excel deep learning pytorch experience year education level master project designed scalable backend system using node.js created interactive dashboard using power bi job role software engineer cleaned text professional,Experience Years,,6,[],,"['Deep Learning', 'Docker', 'JavaScript', 'Machine Learning', 'Node.js', 'PyTorch']",[],['JavaScript'],['Node.js'],['PyTorch'],[],[],['Docker'],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['JavaScript', 'Node.js'], 'description': 'Created interactive dashboards using Power BI Job Role Software Engineer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Docker', 'JavaScript', 'Machine Learning', 'Node.js', 'PyTorch']"
R5297,R5297.docx,docx,"Resume R5297
Resume Id
R5297
Resume Text
Professional
Resume Skills
Java, Deep Learning, Docker, SQL, PyTorch, C++, Python
Experience Years
2
Education Level
Masters
Projects
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React
Job Role
Data Analyst
Cleaned Text
professional",resume r5297 resume id r5297 resume text professional resume skill java deep learning docker sql pytorch c++ python experience year education level master project built machine learning model predicting customer churn developed web application using flask react job role data analyst cleaned text professional,Experience Years,,2,[],,"['C', 'C++', 'Deep Learning', 'Docker', 'Flask', 'Java', 'Machine Learning', 'Python', 'PyTorch', 'React', 'SQL']",[],"['C', 'C++', 'Java', 'Python', 'SQL']","['Flask', 'React']",['PyTorch'],[],[],['Docker'],[],[],[],"[{'project_name': 'Built a machine learning model for predicting customer churn', 'role': None, 'technologies': ['Flask', 'Machine Learning', 'React'], 'description': 'Developed a web application using Flask and React Job Role Data Analyst Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Deep Learning', 'Docker', 'Flask', 'Java', 'Machine Learning', 'Python', 'PyTorch', 'React', 'SQL']"
R5988,R5988.docx,docx,"Resume R5988
Resume Id
R5988
Resume Text
Professional
Resume Skills
Python, TensorFlow, Data Analysis, React, Excel, Deep Learning, Machine Learning
Experience Years
2
Education Level
Bachelors
Projects
- Created interactive dashboards using Power BI
Job Role
Data Scientist
Cleaned Text
professional",resume r5988 resume id r5988 resume text professional resume skill python tensorflow data analysis react excel deep learning machine learning experience year education level bachelor project created interactive dashboard using power bi job role data scientist cleaned text professional,Experience Years,,2,[],,"['Deep Learning', 'Machine Learning', 'Python', 'React', 'TensorFlow']",[],['Python'],['React'],['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Created interactive dashboards using Power BI', 'role': None, 'technologies': [], 'description': 'Job Role Data Scientist Cleaned Text professional'}]",[],[],['Education'],['Data Science'],[],"['Data Science', 'Deep Learning', 'Machine Learning', 'Python', 'React', 'TensorFlow']"
R1071,R1071.docx,docx,"Resume R1071
Resume Id
R1071
Resume Text
Professional
Resume Skills
Kubernetes, Python, C++, Power BI, NLP, Data Analysis, PyTorch
Experience Years
6
Education Level
Bachelors
Projects
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React
Job Role
Software Engineer
Cleaned Text
professional",resume r1071 resume id r1071 resume text professional resume skill kubernetes python c++ power bi nlp data analysis pytorch experience year education level bachelor project built machine learning model predicting customer churn developed web application using flask react job role software engineer cleaned text professional,Experience Years,,6,[],,"['C', 'C++', 'Flask', 'Kubernetes', 'Machine Learning', 'Python', 'PyTorch', 'React']",[],"['C', 'C++', 'Python']","['Flask', 'React']",['PyTorch'],[],[],['Kubernetes'],[],[],[],"[{'project_name': 'Built a machine learning model for predicting customer churn', 'role': None, 'technologies': ['Flask', 'Machine Learning', 'React'], 'description': 'Developed a web application using Flask and React Job Role Software Engineer Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Flask', 'Kubernetes', 'Machine Learning', 'Python', 'PyTorch', 'React']"
R4252,R4252.docx,docx,"Resume R4252
Resume Id
R4252
Resume Text
Professional
Resume Skills
C++, Python, Deep Learning, Docker, Cloud Computing
Experience Years
2
Education Level
PhD
Projects
- Designed scalable backend systems using Node.js
Job Role
Frontend Developer
Cleaned Text
professional",resume r4252 resume id r4252 resume text professional resume skill c++ python deep learning docker cloud computing experience year education level phd project designed scalable backend system using node.js job role frontend developer cleaned text professional,Experience Years,,2,[],,"['C', 'C++', 'Deep Learning', 'Docker', 'JavaScript', 'Node.js', 'Python']",[],"['C', 'C++', 'JavaScript', 'Python']",['Node.js'],[],[],[],['Docker'],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['JavaScript', 'Node.js'], 'description': 'Job Role Frontend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Deep Learning', 'Docker', 'JavaScript', 'Node.js', 'Python']"
